Número Proveedor,Nombre Proveedor,tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razón Social,Tipo de Contribuyente,CUIT,Fecha,baja,activo,Frecuencia,f_donacion,Importe,Nro_Cuenta,Ciudad,Pais,Categor/a Proveedor,fecha_a,fecha_b,detalle_ing,tipoCta,importeResultados
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,25/12/2020,180488,405100,Merlo,Argentina,Construcción,22/12/2020,,Ingresos Servicios,Ingresos,180488
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,10/2/2021,79065,405100,Merlo,Argentina,Construcción,22/12/2020,,Ingresos Servicios,Ingresos,79065
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,7/4/2021,184185,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,184185
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,19/6/2021,65000,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,65000
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,5/8/2021,181635,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,181635
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,22/10/2021,66423,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,66423
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,15/12/2021,123625,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,123625
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,3/2/2022,89993,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,89993
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,21/4/2022,11747,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,11747
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,9/6/2022,43728,405100,San Martín,Argentina,Software,22/12/2020,,Ingresos Servicios,Ingresos,43728
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,26/8/2022,108254,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,108254
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,14/10/2022,53331,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,53331
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,1/12/2022,156418,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,156418
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,19/1/2023,172159,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,172159
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,6/3/2023,196425,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,196425
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,22/5/2023,43469,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,43469
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,10/7/2023,31692,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,31692
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,25/9/2023,92066,405100,Viedma,Argentina,Consultoría IT,22/12/2020,,Ingresos Servicios,Ingresos,92066
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,13/11/2023,121690,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,121690
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,30/12/2023,87280,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,87280
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,17/2/2024,85785,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,85785
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,4/4/2024,149833,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,149833
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,22/5/2024,86746,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,86746
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,10/7/2024,66711,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,66711
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,28/8/2024,40287,405100,Rawson,Argentina,Energía Eólica,22/12/2020,,Ingresos Servicios,Ingresos,40287
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,23/12/2018,72299,403103,Oberá,Argentina,Construcción,23/12/2018,,Ingresos Bonos Contribución,Ingresos,72299
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,23/10/2019,63458,403103,Oberá,Argentina,Construcción,23/12/2018,,Ingresos Bonos Contribución,Ingresos,63458
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,15/11/2020,173463,403103,Oberá,Argentina,Construcción,23/12/2018,,Ingresos Bonos Contribución,Ingresos,173463
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,12/5/2021,42590,403103,Oberá,Argentina,Construcción,23/12/2018,,Ingresos Bonos Contribución,Ingresos,42590
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,23/12/2022,58332,403103,Oberá,Argentina,Construcción,23/12/2018,,Ingresos Bonos Contribución,Ingresos,58332
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,23/10/2023,185679,403103,Oberá,Argentina,Construcción,23/12/2018,,Ingresos Bonos Contribución,Ingresos,185679
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,1/6/2024,43675,403103,Calafate,Argentina,Agroindustria,23/12/2018,,Ingresos Bonos Contribución,Ingresos,43675
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/1/2020,387885,403103,Calafate,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,387885
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/2/2020,540813,403103,Calafate,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,540813
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/3/2020,274968,403103,Calafate,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,274968
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/4/2020,276867,403103,Calafate,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,276867
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/5/2020,460149,403103,Calafate,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,460149
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/6/2020,247913,403103,Gualeguaychú,Argentina,Tecnología,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,247913
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/7/2020,565616,403103,Gualeguaychú,Argentina,Tecnología,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,565616
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/8/2020,219966,403103,Gualeguaychú,Argentina,Tecnología,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,219966
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/9/2020,264022,403103,Gualeguaychú,Argentina,Tecnología,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,264022
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/10/2020,354871,403103,Gualeguaychú,Argentina,Tecnología,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,354871
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/11/2020,244865,403103,Gualeguaychú,Argentina,Tecnología,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,244865
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/12/2020,325793,403103,Río Grande,Argentina,Energía Solar,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,325793
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/1/2021,399685,403103,Río Grande,Argentina,Energía Solar,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,399685
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/2/2021,486131,403103,Río Grande,Argentina,Energía Solar,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,486131
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/3/2021,455211,403103,Río Grande,Argentina,Energía Solar,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,455211
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/4/2021,334904,403103,Río Grande,Argentina,Energía Solar,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,334904
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/5/2021,268278,403103,Río Grande,Argentina,Energía Solar,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,268278
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/6/2021,486280,403103,Buenos Aires,Argentina,Transporte,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,486280
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/7/2021,335920,403103,Buenos Aires,Argentina,Transporte,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,335920
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/8/2021,581841,403103,Buenos Aires,Argentina,Transporte,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,581841
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/9/2021,294729,403103,Buenos Aires,Argentina,Transporte,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,294729
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/10/2021,545689,403103,Buenos Aires,Argentina,Transporte,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,545689
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/11/2021,347660,403103,Buenos Aires,Argentina,Transporte,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,347660
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/12/2021,416591,403103,Villa Carlos Paz,Argentina,Construcción,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,416591
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/1/2022,572610,403103,Villa Carlos Paz,Argentina,Construcción,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,572610
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/2/2022,317989,403103,Villa Carlos Paz,Argentina,Construcción,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,317989
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/3/2022,477604,403103,Villa Carlos Paz,Argentina,Construcción,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,477604
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/4/2022,484857,403103,Villa Carlos Paz,Argentina,Construcción,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,484857
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/5/2022,299187,403103,Villa Carlos Paz,Argentina,Construcción,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,299187
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/6/2022,361284,403103,Villa Allende,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,361284
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/7/2022,375092,403103,Villa Allende,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,375092
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/8/2022,378265,403103,Villa Allende,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,378265
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/9/2022,398047,403103,Villa Allende,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,398047
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/10/2022,529570,403103,Villa Allende,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,529570
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/11/2022,572356,403103,Villa Allende,Argentina,Agroindustria,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,572356
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/12/2022,280450,403103,San Pedro,Argentina,Consultoría,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,280450
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/01/2020,02/02/2024,NO,Mensual,24/1/2023,233279,403103,San Pedro,Argentina,Consultoría,24/1/2020,2/2/2024,Ingresos Bonos Contribución,Ingresos,233279
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,25/1/2023,329609,403103,San Pedro,Argentina,Consultoría,25/1/2023,,Ingresos Bonos Contribución,Ingresos,329609
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,10/3/2023,280069,403103,San Pedro,Argentina,Consultoría,25/1/2023,,Ingresos Bonos Contribución,Ingresos,280069
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,18/5/2023,258235,403103,San Pedro,Argentina,Consultoría,25/1/2023,,Ingresos Bonos Contribución,Ingresos,258235
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,7/7/2023,371932,403103,San Pedro,Argentina,Consultoría,25/1/2023,,Ingresos Bonos Contribución,Ingresos,371932
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,22/9/2023,488646,403103,General Roca,Argentina,Tecnología,25/1/2023,,Ingresos Bonos Contribución,Ingresos,488646
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,14/11/2023,243430,403103,General Roca,Argentina,Tecnología,25/1/2023,,Ingresos Bonos Contribución,Ingresos,243430
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,3/1/2024,435348,403103,General Roca,Argentina,Tecnología,25/1/2023,,Ingresos Bonos Contribución,Ingresos,435348
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,19/3/2024,540812,403103,General Roca,Argentina,Tecnología,25/1/2023,,Ingresos Bonos Contribución,Ingresos,540812
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,12/5/2024,515890,403103,General Roca,Argentina,Tecnología,25/1/2023,,Ingresos Bonos Contribución,Ingresos,515890
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/01/2023,,SI,Bimestral,28/7/2024,593821,403103,General Roca,Argentina,Tecnología,25/1/2023,,Ingresos Bonos Contribución,Ingresos,593821
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/01/2018,,Si,Anual,26/1/2018,243823,404100,General Roca,Argentina,Tecnología,26/1/2018,,Ingresos Estado,Ingresos,243823
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/01/2018,,Si,Anual,15/3/2019,272276,404100,Junín,Argentina,Energía Eólica,26/1/2018,,Ingresos Estado,Ingresos,272276
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/01/2018,,Si,Anual,4/6/2020,205153,404100,Junín,Argentina,Energía Eólica,26/1/2018,,Ingresos Estado,Ingresos,205153
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/01/2018,,Si,Anual,22/8/2021,218438,404100,Junín,Argentina,Energía Eólica,26/1/2018,,Ingresos Estado,Ingresos,218438
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/01/2018,,Si,Anual,11/11/2022,135999,404100,Junín,Argentina,Energía Eólica,26/1/2018,,Ingresos Estado,Ingresos,135999
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/01/2018,,Si,Anual,30/12/2023,190938,404100,Junín,Argentina,Energía Eólica,26/1/2018,,Ingresos Estado,Ingresos,190938
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,3/1/2018,66227,403103,Junín,Argentina,Energía Eólica,1/1/2018,,Ingresos Bonos Contribución,Ingresos,66227
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,15/7/2018,55300,403103,Junín,Argentina,Energía Eólica,1/1/2018,,Ingresos Bonos Contribución,Ingresos,55300
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,8/1/2019,84760,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,84760
