CodProv,Nombre,Cuit,Tipo,CondIVA,obs,contacto,email,tel,categoria,importe,fecha,Ncuenta,ciudad,pais,DetalleEgreso,TipoCta,importeResultados
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,Cooperativa,244816,1/10/2022,507100,Calafate,Argentina,Insumos Varios Programas Sociales,Gastos,-244816
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,S.A.,74389,17/1/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,Gastos,-74389
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,S.A.,117043,16/4/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,Gastos,-117043
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,S.A.,97376,16/7/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,Gastos,-97376
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,S.A.,231968,7/12/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,Gastos,-231968
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,S.A.,146818,4/2/2021,509100,Gualeguaychú,Argentina,Servicios Soporte,Gastos,-146818
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,S.A.,14222,4/10/2022,509100,Gualeguaychú,Argentina,Servicios Soporte,Gastos,-14222
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,S.R.L.,37706,20/1/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,Gastos,-37706
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,S.R.L.,11442,19/4/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,Gastos,-11442
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,S.R.L.,179093,19/7/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,Gastos,-179093
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,S.R.L.,173998,10/12/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,Gastos,-173998
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,S.R.L.,283665,7/2/2021,501400,Río Grande,Argentina,Honorarios Asesoría General,Gastos,-283665
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,S.R.L.,212134,7/10/2022,501400,Río Grande,Argentina,Honorarios Asesoría General,Gastos,-212134
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,198341,23/1/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,Gastos,-198341
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,10587,22/4/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,Gastos,-10587
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,179746,22/7/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,Gastos,-179746
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,83142,13/12/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,Gastos,-83142
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,59591,10/2/2021,502100,Buenos Aires,Argentina,Servicios Protagonistas,Gastos,-59591
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,280267,10/10/2022,502100,Buenos Aires,Argentina,Servicios Protagonistas,Gastos,-280267
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,237422,26/1/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,Gastos,-237422
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,13020,25/4/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,Gastos,-13020
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,94240,25/7/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,Gastos,-94240
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,64138,16/12/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,Gastos,-64138
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,209335,13/2/2021,516000,Villa Carlos Paz,Argentina,Gastos varios,Gastos,-209335
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,211622,13/10/2022,516000,Villa Carlos Paz,Argentina,Gastos varios,Gastos,-211622
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,79707,29/1/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,Gastos,-79707
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,217800,28/4/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,Gastos,-217800
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,26298,28/7/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,Gastos,-26298
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,147083,19/12/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,Gastos,-147083
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,241869,16/2/2021,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,Gastos,-241869
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,140463,16/10/2022,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,Gastos,-140463
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,12989,1/2/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,Gastos,-12989
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,268049,1/5/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,Gastos,-268049
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,222635,1/8/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,Gastos,-222635
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,256449,22/12/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,Gastos,-256449
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,141315,19/2/2021,501400,San Pedro,Argentina,Honorarios Asesoría General,Gastos,-141315
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,186346,19/10/2022,501400,San Pedro,Argentina,Honorarios Asesoría General,Gastos,-186346
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,249854,4/2/2020,509100,General Roca,Argentina,Servicios Soporte,Gastos,-249854
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,229698,4/5/2020,509100,General Roca,Argentina,Servicios Soporte,Gastos,-229698
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,192599,4/8/2020,509100,General Roca,Argentina,Servicios Soporte,Gastos,-192599
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,152846,25/12/2020,509100,General Roca,Argentina,Servicios Soporte,Gastos,-152846
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,110878,7/1/2021,509100,General Roca,Argentina,Servicios Soporte,Gastos,-110878
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,48679,22/9/2022,509100,General Roca,Argentina,Servicios Soporte,Gastos,-48679
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,50488,22/10/2022,509100,General Roca,Argentina,Servicios Soporte,Gastos,-50488
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,127726,7/2/2020,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-127726
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,102297,7/5/2020,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-102297
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,150974,7/8/2020,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-150974
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,256144,28/12/2020,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-256144
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,31099,10/1/2021,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-31099
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,194151,25/9/2022,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-194151
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,126804,25/10/2022,501400,Junín,Argentina,Honorarios Asesoría General,Gastos,-126804
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,243396,10/2/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-243396
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,24358,10/5/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-24358
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,60625,10/8/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-60625
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,161646,1/10/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-161646
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,135225,1/1/2021,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-135225
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,249165,13/1/2021,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-249165
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,219837,28/9/2022,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-219837
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,173152,28/1/2021,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-173152
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,46325,13/2/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-46325
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,165797,13/5/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-165797
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,294815,13/8/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-294815
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,57988,4/10/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-57988
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,89516,4/1/2021,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-89516
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,281214,16/1/2021,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-281214
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,225311,1/10/2022,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-225311
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,170553,1/2/2021,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,Gastos,-170553
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,220987,16/2/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-220987
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,260964,16/5/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-260964
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,45468,16/8/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-45468
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,135113,7/10/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-135113
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,148154,19/1/2021,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-148154
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,247527,4/10/2022,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-247527
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,212736,4/2/2021,509100,Rio Gallegos,Argentina,Servicios Soporte,Gastos,-212736
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,221445,19/2/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-221445
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,228513,19/5/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-228513
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,247726,19/8/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-247726
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,295302,10/10/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-295302
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,217867,22/1/2021,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-217867
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,223875,7/10/2022,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-223875
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,151708,7/2/2021,501400,Buenos Aires,Argentina,Honorarios Asesoría General,Gastos,-151708
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,94895,22/2/2020,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-94895
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,91564,22/5/2020,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-91564
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,175561,22/8/2020,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-175561
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,73794,13/10/2020,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-73794
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,73794,25/1/2021,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-73794
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,148032,10/10/2022,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-148032
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,279688,10/2/2021,502100,Mendoza,Argentina,Servicios Protagonistas,Gastos,-279688
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,139765,25/2/2020,516000,Cordoba,Argentina,Gastos varios,Gastos,-139765
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,143944,25/5/2020,516000,Cordoba,Argentina,Gastos varios,Gastos,-143944
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,158384,25/8/2020,516000,Cordoba,Argentina,Gastos varios,Gastos,-158384
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,106432,16/10/2020,516000,Cordoba,Argentina,Gastos varios,Gastos,-106432
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,106432,28/1/2021,516000,Cordoba,Argentina,Gastos varios,Gastos,-106432
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,42668,13/10/2022,516000,Cordoba,Argentina,Gastos varios,Gastos,-42668
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,72059,13/2/2021,516000,Cordoba,Argentina,Gastos varios,Gastos,-72059
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,248599,28/2/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-248599
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,159738,28/5/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-159738
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,122240,28/8/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-122240
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,90675,19/10/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-90675
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,90675,1/2/2021,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-90675
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,81679,16/10/2022,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-81679
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,117043,16/2/2021,507100,Rosario,Argentina,Insumos Varios Programas Sociales,Gastos,-117043
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,130696,2/3/2020,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-130696
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,207725,1/6/2020,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-207725
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,121055,1/9/2020,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-121055
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,252093,22/10/2020,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-252093
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,252093,4/2/2021,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-252093
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,280320,19/10/2022,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-280320
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,11442,19/2/2021,501400,San Juan,Argentina,Honorarios Asesoría General,Gastos,-11442
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,88206,5/3/2020,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-88206
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,103821,4/6/2020,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-103821
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,52184,4/9/2020,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-52184
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,85168,25/10/2020,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-85168
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,85168,7/2/2021,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-85168
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,34695,22/10/2022,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-34695
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,10587,22/9/2022,509100,San Rafael,Argentina,Servicios Soporte,Gastos,-10587
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,255727,8/3/2020,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-255727
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,253296,7/6/2020,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-253296
